From	To
GLUT4_HUMAN	ENSG00000181856.15
GLUT4_HUMAN	ENSG00000288174.1
CDK18_HUMAN	ENSG00000117266.16
PPGB_HUMAN	ENSG00000064601.21
SURF6_HUMAN	ENSG00000148296.7
SURF6_HUMAN	ENSG00000281309.2
KCC4_HUMAN	ENSG00000152495.11
CELR3_HUMAN	ENSG00000008300.17
CCNG2_HUMAN	ENSG00000138764.15
ATP8_HUMAN	ENSG00000228253.1
S1PBP_HUMAN	ENSG00000116497.18
POSTN_HUMAN	ENSG00000133110.15
KI18B_HUMAN	ENSG00000186185.14
FOXN2_HUMAN	ENSG00000170802.17
PKHM1_HUMAN	ENSG00000225190.12
PKHM1_HUMAN	ENSG00000277111.3
PKHM1_HUMAN	ENSG00000276358.2
NP1L2_HUMAN	ENSG00000186462.9
ZN365_HUMAN	ENSG00000138311.18
ATS7_HUMAN	ENSG00000136378.15
DRG2_HUMAN	ENSG00000108591.10
PKHM2_HUMAN	ENSG00000116786.13
CNN1_HUMAN	ENSG00000130176.8
CDX2_HUMAN	ENSG00000165556.10
KCNA6_HUMAN	ENSG00000151079.8
NPFF_HUMAN	ENSG00000139574.9
RHG33_HUMAN	ENSG00000004777.19
THOC3_HUMAN	ENSG00000051596.10
TYSD1_HUMAN	ENSG00000156521.14
MNT_HUMAN	ENSG00000070444.15
E41LB_HUMAN	ENSG00000095203.15
APMAP_HUMAN	ENSG00000101474.12
DRB5_HUMAN	ENSG00000198502.6
GOLI_HUMAN	ENSG00000113269.14
FBX10_HUMAN	ENSG00000147912.13
FXL12_HUMAN	ENSG00000127452.9
ARI4A_HUMAN	ENSG00000032219.19
CL18A_HUMAN	ENSG00000157322.18
DDX47_HUMAN	ENSG00000213782.7
TCAB1_HUMAN	ENSG00000141499.18
VILL_HUMAN	ENSG00000136059.16
MABP1_HUMAN	ENSG00000137802.14
CELF5_HUMAN	ENSG00000161082.13
AEDO_HUMAN	ENSG00000181915.6
ORAI2_HUMAN	ENSG00000160991.17
MAIP1_HUMAN	ENSG00000162972.11
SNX11_HUMAN	ENSG00000002919.15
CNTP4_HUMAN	ENSG00000152910.19
UFL1_HUMAN	ENSG00000014123.10
2AAB_HUMAN	ENSG00000137713.16
WN10A_HUMAN	ENSG00000135925.9
RRP15_HUMAN	ENSG00000067533.6
CLCB_HUMAN	ENSG00000175416.16
K1328_HUMAN	ENSG00000150477.15
NAA16_HUMAN	ENSG00000172766.19
TFF1_HUMAN	ENSG00000160182.3
M1AP_HUMAN	ENSG00000159374.18
ZCH10_HUMAN	ENSG00000155329.12
TSP50_HUMAN	ENSG00000283706.2
PHF6_HUMAN	ENSG00000156531.18
C1TM_HUMAN	ENSG00000120254.16
UBIP1_HUMAN	ENSG00000153560.12
TPOR_HUMAN	ENSG00000117400.18
PK1IP_HUMAN	ENSG00000111845.5
PK1IP_HUMAN	ENSG00000285226.2
PMVK_HUMAN	ENSG00000163344.6
TBC20_HUMAN	ENSG00000125875.15
CTL1_HUMAN	ENSG00000070214.17
CLNK_HUMAN	ENSG00000109684.16
HPPD_HUMAN	ENSG00000158104.11
DLX2_HUMAN	ENSG00000115844.11
TBB8_HUMAN	ENSG00000261456.6
PEX6_HUMAN	ENSG00000124587.14
S29A1_HUMAN	ENSG00000112759.19
UBX2A_HUMAN	ENSG00000173960.14
HIC2_HUMAN	ENSG00000169635.10
PEX7_HUMAN	ENSG00000112357.14
SMTL1_HUMAN	ENSG00000214872.9
RT12_HUMAN	ENSG00000128626.12
RT12_HUMAN	ENSG00000283018.1
KISHA_HUMAN	ENSG00000174695.10
TBXT_HUMAN	ENSG00000164458.10
MIXL1_HUMAN	ENSG00000185155.12
SYNP2_HUMAN	ENSG00000172403.11
KCD12_HUMAN	ENSG00000178695.6
RN126_HUMAN	ENSG00000070423.18
ARHGI_HUMAN	ENSG00000104880.19
MYBPH_HUMAN	ENSG00000133055.10
PORCN_HUMAN	ENSG00000102312.24
FSCN2_HUMAN	ENSG00000186765.12
KIF2B_HUMAN	ENSG00000141200.8
HSP1_HUMAN	ENSG00000175646.4
SPRL1_HUMAN	ENSG00000152583.13
VATF_HUMAN	ENSG00000128524.5
DJC14_HUMAN	ENSG00000135392.19
TAF1C_HUMAN	ENSG00000103168.17
ACY2_HUMAN	ENSG00000108381.11
ZNF44_HUMAN	ENSG00000197857.16
RDH13_HUMAN	ENSG00000160439.16
RDH13_HUMAN	ENSG00000276684.4
RDH13_HUMAN	ENSG00000276341.1
RDH13_HUMAN	ENSG00000274504.1
RDH13_HUMAN	ENSG00000275474.1
RDH13_HUMAN	ENSG00000276826.1
RDH13_HUMAN	ENSG00000278149.1
RDH13_HUMAN	ENSG00000273944.1
RDH13_HUMAN	ENSG00000274418.1
RDH13_HUMAN	ENSG00000278284.1
CAC1S_HUMAN	ENSG00000081248.12
GDF9_HUMAN	ENSG00000164404.9
CYH3_HUMAN	ENSG00000008256.17
SP17_HUMAN	ENSG00000064199.7
ZN629_HUMAN	ENSG00000102870.6
MTSS1_HUMAN	ENSG00000170873.19
ATX3L_HUMAN	ENSG00000123594.7
PCDA4_HUMAN	ENSG00000204967.13
PCDA4_HUMAN	ENSG00000291652.1
UTP11_HUMAN	ENSG00000183520.12
DYH10_HUMAN	ENSG00000197653.16
TMM17_HUMAN	ENSG00000186889.10
OAZ1_HUMAN	ENSG00000104904.12
RREB1_HUMAN	ENSG00000124782.21
C2D1B_HUMAN	ENSG00000154222.15
CP2A6_HUMAN	ENSG00000255974.8
COPT2_HUMAN	ENSG00000136867.11
CADM1_HUMAN	ENSG00000182985.19
DPM2_HUMAN	ENSG00000136908.18
CCKAR_HUMAN	ENSG00000163394.6
TPC2_HUMAN	ENSG00000162341.18
RBY1F_HUMAN	ENSG00000226941.9
RBY1F_HUMAN	ENSG00000169800.14
MORC3_HUMAN	ENSG00000159256.13
ATF6B_HUMAN	ENSG00000168468.12
ATF6B_HUMAN	ENSG00000213676.13
ATF6B_HUMAN	ENSG00000228628.8
ATF6B_HUMAN	ENSG00000234539.9
TDIF2_HUMAN	ENSG00000067334.14
MOT12_HUMAN	ENSG00000152779.14
S39A6_HUMAN	ENSG00000141424.13
AMELX_HUMAN	ENSG00000125363.14
PPCE_HUMAN	ENSG00000085377.15
MIC10_HUMAN	ENSG00000173436.15
CC124_HUMAN	ENSG00000007080.11
CRML_HUMAN	ENSG00000007545.16
NR1I3_HUMAN	ENSG00000143257.12
PYGB_HUMAN	ENSG00000100994.12
ZN566_HUMAN	ENSG00000186017.16
SPCS2_HUMAN	ENSG00000118363.13
PDE5A_HUMAN	ENSG00000138735.16
RM16_HUMAN	ENSG00000166902.5
DUS6_HUMAN	ENSG00000139318.8
GP162_HUMAN	ENSG00000250510.8
TAGAP_HUMAN	ENSG00000164691.18
NHLC1_HUMAN	ENSG00000187566.6
ICT1_HUMAN	ENSG00000167862.10
HMCN1_HUMAN	ENSG00000143341.12
ZN554_HUMAN	ENSG00000172006.12
H2A1_HUMAN	ENSG00000196747.5
H2A1_HUMAN	ENSG00000196787.4
H2A1_HUMAN	ENSG00000278677.2
H2A1_HUMAN	ENSG00000276903.2
H2A1_HUMAN	ENSG00000275221.2
KCNK4_HUMAN	ENSG00000182450.14
STX18_HUMAN	ENSG00000168818.10
NAC3_HUMAN	ENSG00000100678.20
GRM1_HUMAN	ENSG00000152822.15
AQ12B_HUMAN	ENSG00000185176.13
FITM2_HUMAN	ENSG00000197296.6
F168B_HUMAN	ENSG00000152102.18
INSRR_HUMAN	ENSG00000027644.5
AZIN2_HUMAN	ENSG00000142920.18
ARX_HUMAN	ENSG00000004848.8
CTNA2_HUMAN	ENSG00000066032.19
LS14A_HUMAN	ENSG00000257103.9
LS14A_HUMAN	ENSG00000262860.5
VCIP1_HUMAN	ENSG00000175073.8
CILP1_HUMAN	ENSG00000138615.6
5NTC_HUMAN	ENSG00000076685.19
PLCH1_HUMAN	ENSG00000114805.18
LCE2B_HUMAN	ENSG00000159455.9
SCNNB_HUMAN	ENSG00000168447.11
PCP_HUMAN	ENSG00000137509.12
CYTC_HUMAN	ENSG00000101439.9
TRI31_HUMAN	ENSG00000204616.11
TRI31_HUMAN	ENSG00000224168.9
TRI31_HUMAN	ENSG00000223531.9
TRI31_HUMAN	ENSG00000225130.9
TRI31_HUMAN	ENSG00000137397.18
TRI31_HUMAN	ENSG00000233573.9
AP1G2_HUMAN	ENSG00000213983.12
UTER_HUMAN	ENSG00000149021.7
EID3_HUMAN	ENSG00000255150.2
INT2_HUMAN	ENSG00000108506.14
PCDB3_HUMAN	ENSG00000113205.5
PKHA5_HUMAN	ENSG00000052126.17
B3A3_HUMAN	ENSG00000114923.17
INT12_HUMAN	ENSG00000138785.16
LIPA3_HUMAN	ENSG00000177380.14
CC185_HUMAN	ENSG00000178395.7
POGK_HUMAN	ENSG00000143157.12
KLF10_HUMAN	ENSG00000155090.15
CRYM_HUMAN	ENSG00000103316.12
DIM1_HUMAN	ENSG00000086189.11
OSTCN_HUMAN	ENSG00000242252.2
VATE2_HUMAN	ENSG00000250565.7
ACO11_HUMAN	ENSG00000162390.18
RPC2_HUMAN	ENSG00000013503.10
FCRL4_HUMAN	ENSG00000163518.11
TBX20_HUMAN	ENSG00000164532.11
PLPR3_HUMAN	ENSG00000129951.19
LYPD1_HUMAN	ENSG00000150551.11
CAPR2_HUMAN	ENSG00000110888.19
ZN133_HUMAN	ENSG00000125846.17
HIG1A_HUMAN	ENSG00000181061.14
NAT14_HUMAN	ENSG00000090971.5
KDM4B_HUMAN	ENSG00000127663.15
PRAME_HUMAN	ENSG00000185686.18
PRAME_HUMAN	ENSG00000275013.4
CALY_HUMAN	ENSG00000130643.9
PACS2_HUMAN	ENSG00000179364.15
STAT_HUMAN	ENSG00000126549.11
STAT_HUMAN	ENSG00000282891.5
SIA7F_HUMAN	ENSG00000160408.16
TREA_HUMAN	ENSG00000118094.12
SNX22_HUMAN	ENSG00000157734.14
B3GT2_HUMAN	ENSG00000162630.6
URP2_HUMAN	ENSG00000149781.14
ZFP41_HUMAN	ENSG00000181638.20
RM18_HUMAN	ENSG00000112110.10
AT2L2_HUMAN	ENSG00000175309.15
USF3_HUMAN	ENSG00000176542.10
FRM4A_HUMAN	ENSG00000151474.23
FGOP2_HUMAN	ENSG00000111790.14
ZSC30_HUMAN	ENSG00000186814.15
PKHG5_HUMAN	ENSG00000171680.23
O14I1_HUMAN	ENSG00000189181.5
IRAG2_HUMAN	ENSG00000118308.16
MDR3_HUMAN	ENSG00000005471.19
SEP15_HUMAN	ENSG00000183291.18
RECQ4_HUMAN	ENSG00000160957.15
NOS2_HUMAN	ENSG00000007171.19
COG5_HUMAN	ENSG00000164597.15
SDHF4_HUMAN	ENSG00000154079.6
MTFP1_HUMAN	ENSG00000242114.6
HMGB4_HUMAN	ENSG00000176256.11
PCDGK_HUMAN	ENSG00000240184.7
FUCO2_HUMAN	ENSG00000001036.14
KATIP_HUMAN	ENSG00000047578.14
TSN15_HUMAN	ENSG00000099282.10
AAKG3_HUMAN	ENSG00000115592.13
FOXG1_HUMAN	ENSG00000176165.13
OLIG2_HUMAN	ENSG00000205927.5
UTF1_HUMAN	ENSG00000171794.4
CXA4_HUMAN	ENSG00000187513.9
SC22C_HUMAN	ENSG00000093183.14
AKAP3_HUMAN	ENSG00000111254.8
RNH1_HUMAN	ENSG00000171865.10
MINP1_HUMAN	ENSG00000107789.16
RAPH1_HUMAN	ENSG00000173166.18
SGSM2_HUMAN	ENSG00000141258.13
GDF15_HUMAN	ENSG00000130513.7
TSP3_HUMAN	ENSG00000169231.13
ARHGG_HUMAN	ENSG00000130762.15
TM39B_HUMAN	ENSG00000121775.18
RGPS2_HUMAN	ENSG00000116191.19
CRERF_HUMAN	ENSG00000164463.12
GPX1_HUMAN	ENSG00000233276.9
FRPD4_HUMAN	ENSG00000169933.17
PAR15_HUMAN	ENSG00000173200.13
SGCE_HUMAN	ENSG00000127990.19
RC3H2_HUMAN	ENSG00000056586.16
ZNT1_HUMAN	ENSG00000170385.10
UBP20_HUMAN	ENSG00000136878.14
TRFL_HUMAN	ENSG00000012223.13
STRP1_HUMAN	ENSG00000143093.15
NLRC3_HUMAN	ENSG00000167984.18
IPYR2_HUMAN	ENSG00000138777.20
CP2B6_HUMAN	ENSG00000197408.10
HMGB3_HUMAN	ENSG00000029993.15
ETV4_HUMAN	ENSG00000175832.13
CP11A_HUMAN	ENSG00000140459.18
CP11A_HUMAN	ENSG00000288362.1
RM36_HUMAN	ENSG00000171421.13
TSN3_HUMAN	ENSG00000140391.15
ANR37_HUMAN	ENSG00000186352.9
CENPN_HUMAN	ENSG00000166451.14
CENPN_HUMAN	ENSG00000291964.1
PA2GF_HUMAN	ENSG00000158786.5
INT5_HUMAN	ENSG00000185085.2
SERB_HUMAN	ENSG00000146733.14
MAOM_HUMAN	ENSG00000082212.13
NPTN_HUMAN	ENSG00000156642.17
LIPB1_HUMAN	ENSG00000110841.14
CT2NL_HUMAN	ENSG00000143079.15
CGRF1_HUMAN	ENSG00000100532.13
TF3B_HUMAN	ENSG00000185024.18
RHBL2_HUMAN	ENSG00000158315.11
TRI67_HUMAN	ENSG00000119283.16
TRHY_HUMAN	ENSG00000159450.13
CCD86_HUMAN	ENSG00000110104.13
CATE_HUMAN	ENSG00000196188.12
LYAG_HUMAN	ENSG00000171298.14
LYAG_HUMAN	ENSG00000291507.1
ADCY6_HUMAN	ENSG00000174233.12
MADD_HUMAN	ENSG00000110514.20
BCAP_HUMAN	ENSG00000155629.15
PR40B_HUMAN	ENSG00000110844.14
PEO1_HUMAN	ENSG00000107815.10
CSTF3_HUMAN	ENSG00000176102.13
NDUB2_HUMAN	ENSG00000090266.13
CC181_HUMAN	ENSG00000117477.13
NOX3_HUMAN	ENSG00000074771.4
VCAM1_HUMAN	ENSG00000162692.12
FBX22_HUMAN	ENSG00000167196.14
ACOX2_HUMAN	ENSG00000168306.13
KCRS_HUMAN	ENSG00000131730.16
GCYB1_HUMAN	ENSG00000061918.14
PGPS1_HUMAN	ENSG00000087157.19
SAT2_HUMAN	ENSG00000141504.12
SYCM_HUMAN	ENSG00000134905.17
PNM8A_HUMAN	ENSG00000182013.18
ACADM_HUMAN	ENSG00000117054.15
FREM2_HUMAN	ENSG00000150893.11
S22A7_HUMAN	ENSG00000137204.15
FGD6_HUMAN	ENSG00000180263.14
ZN699_HUMAN	ENSG00000196110.8
RHG25_HUMAN	ENSG00000163219.12
TENX_HUMAN	ENSG00000168477.21
TENX_HUMAN	ENSG00000236236.9
TENX_HUMAN	ENSG00000229353.10
CAHM1_HUMAN	ENSG00000185933.7
TMM9B_HUMAN	ENSG00000175348.11
DGKI_HUMAN	ENSG00000157680.17
SPB3_HUMAN	ENSG00000057149.16
CLVS1_HUMAN	ENSG00000177182.11
CADH4_HUMAN	ENSG00000179242.16
LOXL3_HUMAN	ENSG00000115318.12
WHAMM_HUMAN	ENSG00000156232.7
HMCS2_HUMAN	ENSG00000134240.12
NAMPT_HUMAN	ENSG00000105835.13
KC1G1_HUMAN	ENSG00000169118.18
CLSPN_HUMAN	ENSG00000092853.14
MPZL1_HUMAN	ENSG00000197965.12
GSDMD_HUMAN	ENSG00000104518.11
GSDMD_HUMAN	ENSG00000278718.3
ACSM1_HUMAN	ENSG00000166743.10
S20A2_HUMAN	ENSG00000168575.10
CP2E1_HUMAN	ENSG00000130649.10
G3V2R1_HUMAN	ENSG00000020577.14
MYH2_HUMAN	ENSG00000125414.19
PF2R_HUMAN	ENSG00000122420.10
MBTP1_HUMAN	ENSG00000140943.18
DOCK3_HUMAN	ENSG00000088538.13
SYN2_HUMAN	ENSG00000157152.17
RPF1_HUMAN	ENSG00000117133.11
TMOD4_HUMAN	ENSG00000163157.15
SESN1_HUMAN	ENSG00000080546.14
FRMD8_HUMAN	ENSG00000126391.14
MB12B_HUMAN	ENSG00000196814.15
TAF5_HUMAN	ENSG00000148835.12
PCDBE_HUMAN	ENSG00000120327.7
PCDBE_HUMAN	ENSG00000291693.1
FA50A_HUMAN	ENSG00000071859.15
TES_HUMAN	ENSG00000135269.18
CCG2_HUMAN	ENSG00000166862.7
MICA_HUMAN	ENSG00000183214.12
MICA_HUMAN	ENSG00000235233.9
RF1ML_HUMAN	ENSG00000112031.16
CIDEA_HUMAN	ENSG00000176194.18
RNF6_HUMAN	ENSG00000127870.17
BARH1_HUMAN	ENSG00000125492.11
O51E1_HUMAN	ENSG00000180785.10
HGD_HUMAN	ENSG00000113924.12
CDK13_HUMAN	ENSG00000065883.18
H6ST1_HUMAN	ENSG00000136720.7
SPIN1_HUMAN	ENSG00000106723.17
AMTN_HUMAN	ENSG00000187689.10
SENP6_HUMAN	ENSG00000112701.18
SC6A8_HUMAN	ENSG00000130821.17
KCNC4_HUMAN	ENSG00000116396.15
ZC3H8_HUMAN	ENSG00000144161.14
S29A3_HUMAN	ENSG00000198246.10
ZIC3_HUMAN	ENSG00000156925.12
BT1A1_HUMAN	ENSG00000124557.14
BT1A1_HUMAN	ENSG00000292177.1
P4HTM_HUMAN	ENSG00000178467.18
CLCN1_HUMAN	ENSG00000188037.14
SHSA6_HUMAN	ENSG00000188803.15
RPGF6_HUMAN	ENSG00000158987.22
ARMX3_HUMAN	ENSG00000102401.20
CC28B_HUMAN	ENSG00000160050.16
TBCB_HUMAN	ENSG00000105254.12
SPNS3_HUMAN	ENSG00000182557.8
NOP14_HUMAN	ENSG00000087269.16
KI2S3_HUMAN	ENSG00000277657.2
KI2S3_HUMAN	ENSG00000278306.1
KI2S3_HUMAN	ENSG00000277163.1
KI2S3_HUMAN	ENSG00000284039.3
KI2S3_HUMAN	ENSG00000288487.1
DYH14_HUMAN	ENSG00000185842.16
COA5_HUMAN	ENSG00000183513.9
CO4A5_HUMAN	ENSG00000188153.14
RN150_HUMAN	ENSG00000170153.11
HECW1_HUMAN	ENSG00000002746.15
SCMC2_HUMAN	ENSG00000148339.13
NOE2_HUMAN	ENSG00000105088.9
LMBR1_HUMAN	ENSG00000105983.23
R3HD4_HUMAN	ENSG00000198858.10
S2546_HUMAN	ENSG00000164209.17
FA76B_HUMAN	ENSG00000077458.13
WFDC2_HUMAN	ENSG00000101443.18
ABCAC_HUMAN	ENSG00000144452.15
SATT_HUMAN	ENSG00000115902.11
CAPS2_HUMAN	ENSG00000081803.17
CNOT4_HUMAN	ENSG00000080802.21
ADA33_HUMAN	ENSG00000149451.19
PER3_HUMAN	ENSG00000049246.15
RFC2_HUMAN	ENSG00000049541.11
CPT2_HUMAN	ENSG00000157184.7
KCNE5_HUMAN	ENSG00000176076.7
HDGR3_HUMAN	ENSG00000166503.9
DYH7_HUMAN	ENSG00000118997.14
ENTP8_HUMAN	ENSG00000188833.10
ANO1_HUMAN	ENSG00000131620.18
DEF6_HUMAN	ENSG00000164822.5
DEF6_HUMAN	ENSG00000285136.2
PPR3E_HUMAN	ENSG00000235194.9
AP5Z1_HUMAN	ENSG00000242802.9
NFRKB_HUMAN	ENSG00000170322.15
FXRD1_HUMAN	ENSG00000110074.12
ST7_HUMAN	ENSG00000004866.22
LYPA1_HUMAN	ENSG00000120992.18
GSTM2_HUMAN	ENSG00000213366.13
ZN207_HUMAN	ENSG00000010244.19
VP13A_HUMAN	ENSG00000197969.14
ADCY5_HUMAN	ENSG00000173175.16
SNTG2_HUMAN	ENSG00000172554.12
BMP4_HUMAN	ENSG00000125378.16
CD177_HUMAN	ENSG00000204936.10
FUT8_HUMAN	ENSG00000033170.17
LST2_HUMAN	ENSG00000159733.14
RPAB4_HUMAN	ENSG00000147669.11
TRM2A_HUMAN	ENSG00000099899.16
A0A0C4DFN3_HUMAN	ENSG00000074416.16
ADA28_HUMAN	ENSG00000042980.14
SYDE2_HUMAN	ENSG00000097096.10
KCNN3_HUMAN	ENSG00000143603.19
RL37_HUMAN	ENSG00000145592.14
FOXA2_HUMAN	ENSG00000125798.15
NMD3_HUMAN	ENSG00000169251.13
CHD5_HUMAN	ENSG00000116254.18
MFSD3_HUMAN	ENSG00000167700.9
CEMP1_HUMAN	ENSG00000205923.3
ZDHC5_HUMAN	ENSG00000156599.11
ACL7A_HUMAN	ENSG00000187003.7
CSRP3_HUMAN	ENSG00000129170.10
PARP9_HUMAN	ENSG00000138496.17
SRCA_HUMAN	ENSG00000185739.13
DNJB9_HUMAN	ENSG00000128590.5
KLH12_HUMAN	ENSG00000117153.16
TRH_HUMAN	ENSG00000170893.4
KATL2_HUMAN	ENSG00000167216.19
FBXL2_HUMAN	ENSG00000153558.17
MTAP_HUMAN	ENSG00000099810.21
ZN607_HUMAN	ENSG00000198182.13
ARGAL_HUMAN	ENSG00000074964.17
ANXA9_HUMAN	ENSG00000143412.10
HXB13_HUMAN	ENSG00000159184.8
PLOD2_HUMAN	ENSG00000152952.14
CT141_HUMAN	ENSG00000258713.3
KMT5C_HUMAN	ENSG00000133247.14
ZIM2_HUMAN	ENSG00000269699.7
ADCY9_HUMAN	ENSG00000162104.10
AP2S1_HUMAN	ENSG00000042753.12
Z780A_HUMAN	ENSG00000197782.15
Z780A_HUMAN	ENSG00000280568.2
TPRKB_HUMAN	ENSG00000144034.16
TPRKB_HUMAN	ENSG00000291480.1
TBG2_HUMAN	ENSG00000037042.9
SL9B2_HUMAN	ENSG00000164038.16
NIT1_HUMAN	ENSG00000158793.14
TXND9_HUMAN	ENSG00000115514.12
WNT8A_HUMAN	ENSG00000061492.12
HEM4_HUMAN	ENSG00000188690.16
DPH3_HUMAN	ENSG00000154813.10
TLE6_HUMAN	ENSG00000104953.20
CDK20_HUMAN	ENSG00000156345.18
IRGM_HUMAN	ENSG00000237693.5
NAA35_HUMAN	ENSG00000135040.16
C42S1_HUMAN	ENSG00000197622.13
DJC11_HUMAN	ENSG00000007923.17
TYSY_HUMAN	ENSG00000176890.16
S2538_HUMAN	ENSG00000144659.13
NXPE1_HUMAN	ENSG00000095110.9
ZN704_HUMAN	ENSG00000164684.13
ISLR2_HUMAN	ENSG00000167178.17
PIGL_HUMAN	ENSG00000108474.17
SSH3_HUMAN	ENSG00000172830.13
RB33A_HUMAN	ENSG00000134594.5
NUBP1_HUMAN	ENSG00000103274.11
RN167_HUMAN	ENSG00000108523.16
CABP7_HUMAN	ENSG00000100314.4
GFRA1_HUMAN	ENSG00000151892.16
SCNND_HUMAN	ENSG00000162572.21
NCF4_HUMAN	ENSG00000100365.16
LACTB_HUMAN	ENSG00000103642.12
CYREN_HUMAN	ENSG00000122783.17
ER6L2_HUMAN	ENSG00000182150.19
BAP29_HUMAN	ENSG00000075790.12
BAP29_HUMAN	ENSG00000283852.4
ARHGH_HUMAN	ENSG00000110237.5
MOK_HUMAN	ENSG00000080823.23
KRIT1_HUMAN	ENSG00000001631.17
H4G_HUMAN	ENSG00000275663.2
S40A1_HUMAN	ENSG00000138449.11
LIMK2_HUMAN	ENSG00000182541.18
TNG6_HUMAN	ENSG00000103047.8
VATG2_HUMAN	ENSG00000213760.11
VATG2_HUMAN	ENSG00000206445.4
VATG2_HUMAN	ENSG00000227587.2
VATG2_HUMAN	ENSG00000234920.3
VATG2_HUMAN	ENSG00000226850.2
VATG2_HUMAN	ENSG00000234668.3
VATG2_HUMAN	ENSG00000230900.5
MED13_HUMAN	ENSG00000108510.10
SIG14_HUMAN	ENSG00000254415.4
ADA1D_HUMAN	ENSG00000171873.8
ST1A2_HUMAN	ENSG00000197165.11
INT8_HUMAN	ENSG00000164941.14
TM107_HUMAN	ENSG00000179029.15
NDUA2_HUMAN	ENSG00000131495.9
CC116_HUMAN	ENSG00000161180.11
ZN277_HUMAN	ENSG00000198839.10
NLS1_HUMAN	ENSG00000168389.18
MTG16_HUMAN	ENSG00000129993.15
TTBK1_HUMAN	ENSG00000146216.14
DECR2_HUMAN	ENSG00000242612.7
DECR2_HUMAN	ENSG00000274296.3
ZY11B_HUMAN	ENSG00000162378.13
U119B_HUMAN	ENSG00000175970.11
GNA15_HUMAN	ENSG00000060558.4
MZB1_HUMAN	ENSG00000170476.16
LYRM1_HUMAN	ENSG00000102897.10
PIGA_HUMAN	ENSG00000165195.16
LY75_HUMAN	ENSG00000054219.11
SEGN_HUMAN	ENSG00000079689.15
TM241_HUMAN	ENSG00000134490.14
TGIF2_HUMAN	ENSG00000118707.11
COQ5_HUMAN	ENSG00000110871.15
BHA15_HUMAN	ENSG00000180535.4
RXLT1_HUMAN	ENSG00000118600.13
TRIMM_HUMAN	ENSG00000179046.9
VWA8_HUMAN	ENSG00000102763.18
STAP1_HUMAN	ENSG00000035720.8
PRUN2_HUMAN	ENSG00000106772.19
ZN569_HUMAN	ENSG00000196437.12
E41L1_HUMAN	ENSG00000088367.23
CART_HUMAN	ENSG00000164326.5
SC5A1_HUMAN	ENSG00000100170.10
MPI_HUMAN	ENSG00000178802.18
TIGD4_HUMAN	ENSG00000169989.3
NYX_HUMAN	ENSG00000188937.7
YPEL3_HUMAN	ENSG00000090238.12
J3KQN4_HUMAN	ENSG00000241343.10
TMM31_HUMAN	ENSG00000179363.7
PLIN5_HUMAN	ENSG00000214456.8
NAB1_HUMAN	ENSG00000138386.17
ABHD6_HUMAN	ENSG00000163686.15
CP21A_HUMAN	ENSG00000206338.9
CP21A_HUMAN	ENSG00000232414.6
CP21A_HUMAN	ENSG00000233151.6
CP21A_HUMAN	ENSG00000231852.9
CP21A_HUMAN	ENSG00000235134.7
CP21A_HUMAN	ENSG00000198457.13
ANR27_HUMAN	ENSG00000105186.16
PHTF2_HUMAN	ENSG00000006576.17
SELN_HUMAN	ENSG00000162430.18
GTR9_HUMAN	ENSG00000109667.12
TBCE_HUMAN	ENSG00000284770.2
ASB8_HUMAN	ENSG00000177981.11
GPV_HUMAN	ENSG00000178732.6
RHG22_HUMAN	ENSG00000128805.15
CWC27_HUMAN	ENSG00000153015.17
POC1B_HUMAN	ENSG00000139323.14
NUA4L_HUMAN	ENSG00000185633.11
PTSS1_HUMAN	ENSG00000156471.13
AT2B3_HUMAN	ENSG00000067842.19
FOXS1_HUMAN	ENSG00000179772.8
SHKB1_HUMAN	ENSG00000160410.15
S12A5_HUMAN	ENSG00000124140.15
RIMKA_HUMAN	ENSG00000177181.15
ANGL4_HUMAN	ENSG00000167772.12
LIPR1_HUMAN	ENSG00000187021.15
LIPR1_HUMAN	ENSG00000291891.1
HEMH_HUMAN	ENSG00000066926.13
AL1L1_HUMAN	ENSG00000144908.14
RNF13_HUMAN	ENSG00000082996.20
SNX21_HUMAN	ENSG00000124104.19
E7ESJ3_HUMAN	ENSG00000107890.17
LYSC_HUMAN	ENSG00000090382.7
DYH17_HUMAN	ENSG00000187775.17
HXC10_HUMAN	ENSG00000180818.5
TJAP1_HUMAN	ENSG00000137221.14
FGD1_HUMAN	ENSG00000102302.8
TM220_HUMAN	ENSG00000187824.9
LYST_HUMAN	ENSG00000143669.16
CCL27_HUMAN	ENSG00000213927.4
CBPM_HUMAN	ENSG00000135678.12
JERKY_HUMAN	ENSG00000234616.9
S1PR3_HUMAN	ENSG00000213694.7
S38A2_HUMAN	ENSG00000134294.14
CADM3_HUMAN	ENSG00000162706.13
CO6A3_HUMAN	ENSG00000163359.17
CAD17_HUMAN	ENSG00000079112.10
APC10_HUMAN	ENSG00000164162.14
NRAP_HUMAN	ENSG00000197893.14
CAVN4_HUMAN	ENSG00000170681.7
PCSK6_HUMAN	ENSG00000140479.18
HECD1_HUMAN	ENSG00000092148.14
VP26B_HUMAN	ENSG00000151502.11
CLCA4_HUMAN	ENSG00000016602.9
POTEF_HUMAN	ENSG00000196604.13
WDCP_HUMAN	ENSG00000163026.12
MYL3_HUMAN	ENSG00000160808.12
ASTRC_HUMAN	ENSG00000178075.20
CSPG5_HUMAN	ENSG00000114646.10
CD1C_HUMAN	ENSG00000158481.13
